contract_id,vendor_name,contract_value,contract_date,department,procurement_type,location_state,duration_months,classification
IND-CTR-2025-0725,Bharat Heavy Electricals Limited (BHEL),42.09,23/6/2024,Indian Army,Training & Simulation,Uttar Pradesh,13,Small
IND-CTR-2025-1587,VEM Technologies,40.68,23/6/2024,Ministry of Home Affairs (CAPF),Electronics,Karnataka,25,Small
IND-CTR-2023-0867,Larsen & Toubro Defence,15.31,24/6/2024,Indian Navy,Cybersecurity,Gujarat,15,Small
IND-CTR-2025-1583,Hindustan Shipyard Limited,22,24/6/2024,Ministry of Defence (MoD),Training & Simulation,Uttarakhand,9,Small
IND-CTR-2023-0149,Alpha Design Technologies,34.63,25/6/2024,Ministry of Defence (MoD),Maintenance & MRO,Tamil Nadu,15,Small
IND-CTR-2024-0516,Ordnance Factory Board,40.58,25/6/2024,Indian Air Force,Vehicles,Tripura,33,Small
IND-CTR-2023-1013,Avantel,1412.1,26/6/2024,Indian Army,Naval Ships,Haryana,44,Major
IND-CTR-2023-1736,Data Patterns,909.12,26/6/2024,DRDO,Missiles,Uttarakhand,45,Major
IND-CTR-2023-1952,Suryadipta Projects,732.43,26/6/2024,Indian Army,Missiles,Odisha,33,Major
IND-CTR-2024-0335,Cochin Shipyard Limited,200,27/6/2024,Indian Air Force,Drones/UAV,Tripura,16,Standard
IND-CTR-2024-0571,Bharat Forge Defence,33.94,29/6/2024,Indian Air Force,Communications,Andhra Pradesh,16,Small
IND-CTR-2025-1246,Godrej Aerospace,42.98,29/6/2024,Indian Army,Communications,Himachal Pradesh,17,Small
IND-CTR-2023-0666,Adani Defence & Aerospace,69.58,30/6/2024,Ministry of Home Affairs (CAPF),Vehicles,Rajasthan,19,Standard
IND-CTR-2023-1223,Centum Electronics,2706.02,30/6/2024,Ministry of Home Affairs (CAPF),Submarines,Madhya Pradesh,97,Major
IND-CTR-2024-1512,Mahindra Defence Systems,70.37,30/6/2024,Indian Navy,Electronics,Chhattisgarh,27,Standard
IND-CTR-2025-0837,Alpha Design Technologies,155.69,2/7/2024,ISRO,Drones/UAV,Punjab,17,Standard
IND-CTR-2023-1197,Adani Defence & Aerospace,246.94,3/7/2024,ISRO,Vehicles,Uttarakhand,16,Standard
IND-CTR-2024-0200,Cochin Shipyard Limited,5197.8,3/7/2024,Ministry of Home Affairs (CAPF),Naval Ships,Jammu & Kashmir,72,Major
IND-CTR-2025-0045,Adani Defence & Aerospace,56.39,4/7/2024,Indian Air Force,Electronics,Jammu & Kashmir,26,Standard
IND-CTR-2024-1726,Astra Microwave,1703.87,5/7/2024,DRDO,Helicopters,Nagaland,38,Major
IND-CTR-2023-1446,Data Patterns,44.87,9/7/2024,Ministry of Defence (MoD),Communications,Himachal Pradesh,21,Small
IND-CTR-2024-0096,Hindustan Shipyard Limited,1754.91,9/7/2024,Indian Army,Space Systems,Tamil Nadu,31,Major
IND-CTR-2024-0374,Astra Microwave,82.97,9/7/2024,DRDO,Cybersecurity,Kerala,13,Standard
IND-CTR-2025-1025,BEML Limited,49.73,9/7/2024,Indian Army,Ammunition,Nagaland,8,Small
IND-CTR-2025-1034,Garden Reach Shipbuilders & Engineers,165.25,10/7/2024,Indian Navy,Engines,Punjab,36,Standard
IND-CTR-2025-1305,DRDO - LRDE,60.23,10/7/2024,DRDO,Vehicles,Punjab,20,Standard
IND-CTR-2025-1836,Tata Advanced Systems,60.13,10/7/2024,Ministry of Defence (MoD),Communications,Goa,23,Standard
IND-CTR-2023-1753,Bharat Forge Defence,1342.73,11/7/2024,Ministry of Defence (MoD),Satellites,Madhya Pradesh,41,Major
IND-CTR-2023-1822,VEM Technologies,49.19,11/7/2024,Indian Navy,Ammunition,Karnataka,10,Small
IND-CTR-2024-0734,Bharat Electronics Limited (BEL),112.87,11/7/2024,Ministry of Home Affairs (CAPF),Ammunition,Tripura,8,Standard
IND-CTR-2025-0581,VEM Technologies,466.91,11/7/2024,ISRO,Missiles,Gujarat,39,Standard
IND-CTR-2025-1719,Paras Defence & Space Technologies,4.04,11/7/2024,DRDO,Maintenance & MRO,West Bengal,15,Small
IND-CTR-2023-0597,Data Patterns,18.74,12/7/2024,Indian Navy,Drones/UAV,Kerala,10,Small
IND-CTR-2025-1307,IdeaForge,300,12/7/2024,Indian Navy,IT Services,Goa,28,Standard
IND-CTR-2024-0816,Sika Interplant,399.65,13/7/2024,Indian Air Force,Helicopters,Tamil Nadu,20,Standard
IND-CTR-2024-1478,Garden Reach Shipbuilders & Engineers,217.35,13/7/2024,Ministry of Defence (MoD),Radars,Uttar Pradesh,24,Standard
IND-CTR-2025-0424,VEM Technologies,14.21,14/7/2024,Indian Air Force,IT Services,Kerala,26,Small
IND-CTR-2023-0059,Centum Electronics,70.52,16/7/2024,DRDO,Communications,Haryana,24,Standard
IND-CTR-2023-1552,NewSpace Research & Technologies,7802.59,18/7/2024,DRDO,Submarines,Mizoram,73,Major
IND-CTR-2024-0009,Bharat Forge Defence,23.96,18/7/2024,Indian Coast Guard,IT Services,Ladakh,15,Small
IND-CTR-2025-1232,Ordnance Factory Board,49.73,19/7/2024,ISRO,IT Services,Madhya Pradesh,22,Small
IND-CTR-2024-0974,Bharat Dynamics Limited (BDL),241.11,20/7/2024,Indian Navy,Communications,Karnataka,20,Standard
IND-CTR-2024-1693,Mazagon Dock Shipbuilders,175.61,20/7/2024,Ministry of Home Affairs (CAPF),Artillery,Bihar,37,Standard
IND-CTR-2025-1155,Kalyani Strategic Systems,918.6,20/7/2024,Indian Air Force,Missiles,Uttarakhand,35,Major
IND-CTR-2023-0632,BEML Limited,400,21/7/2024,Indian Air Force,Electronics,Jharkhand,22,Standard
IND-CTR-2025-1249,Centum Electronics,75.1,21/7/2024,Indian Navy,Electronics,Sikkim,18,Standard
IND-CTR-2025-1934,Larsen & Toubro Defence,44.42,21/7/2024,DRDO,Communications,Sikkim,12,Small
IND-CTR-2023-0110,Tata Advanced Systems,10000,22/7/2024,ISRO,Naval Ships,Manipur,48,Major
IND-CTR-2024-1974,Bharat Forge Defence,78.82,22/7/2024,Indian Army,Vehicles,Sikkim,24,Standard
IND-CTR-2025-0798,DRDO - ADE,89.34,22/7/2024,DRDO,Vehicles,Andhra Pradesh,29,Standard
IND-CTR-2025-1675,VEM Technologies,234.17,22/7/2024,DRDO,Artillery,Arunachal Pradesh,23,Standard
IND-CTR-2025-1867,Mazagon Dock Shipbuilders,1291.02,22/7/2024,Ministry of Home Affairs (CAPF),Aircraft,Nagaland,36,Major
IND-CTR-2024-0741,Tata Advanced Systems,42.48,24/7/2024,Indian Navy,Training & Simulation,Maharashtra,10,Small
IND-CTR-2024-1941,Electronics Corporation of India Limited (ECIL),165.69,24/7/2024,Indian Coast Guard,Artillery,Meghalaya,40,Standard
IND-CTR-2025-0268,Astra Microwave,913.2,24/7/2024,Ministry of Defence (MoD),Missiles,Manipur,57,Major
IND-CTR-2025-0288,Taneja Aerospace,32.33,24/7/2024,Indian Air Force,Training & Simulation,Uttar Pradesh,11,Small
IND-CTR-2025-0304,DRDO - RCI,126.33,24/7/2024,Ministry of Home Affairs (CAPF),Cybersecurity,Jammu & Kashmir,10,Standard
IND-CTR-2025-0919,Paras Defence & Space Technologies,46.67,24/7/2024,Indian Army,Ammunition,Ladakh,13,Small
IND-CTR-2023-0048,Godrej Aerospace,6140.86,25/7/2024,Indian Coast Guard,Submarines,Goa,70,Major
IND-CTR-2024-0522,Aequs Aerospace,127.43,26/7/2024,Ministry of Defence (MoD),Electronics,Chhattisgarh,28,Standard
IND-CTR-2025-0542,Aequs Aerospace,15.19,26/7/2024,Ministry of Home Affairs (CAPF),Maintenance & MRO,Assam,11,Small
IND-CTR-2023-0460,Adani Defence & Aerospace,1539.45,27/7/2024,Indian Army,Satellites,Odisha,49,Major
IND-CTR-2023-1295,Avantel,129.37,27/7/2024,ISRO,Ammunition,Rajasthan,14,Standard
IND-CTR-2025-0020,Garden Reach Shipbuilders & Engineers,69.01,27/7/2024,Indian Air Force,Drones/UAV,Madhya Pradesh,12,Standard
IND-CTR-2025-1535,DRDO - LRDE,640.65,27/7/2024,ISRO,Artillery,Meghalaya,41,Major
IND-CTR-2023-0253,Suryadipta Projects,42.98,29/7/2024,DRDO,Drones/UAV,Uttarakhand,12,Small
IND-CTR-2024-0372,Walchandnagar Industries,800.12,29/7/2024,Indian Army,Aircraft,Uttarakhand,41,Major
IND-CTR-2024-0095,DRDO - LRDE,6391.04,30/7/2024,Ministry of Home Affairs (CAPF),Submarines,Chhattisgarh,109,Major
IND-CTR-2024-0691,Saraswat Defence,528.31,30/7/2024,Ministry of Defence (MoD),Helicopters,Assam,27,Major
IND-CTR-2024-1943,Saraswat Defence,19,30/7/2024,ISRO,Maintenance & MRO,West Bengal,12,Small
IND-CTR-2025-1522,Mazagon Dock Shipbuilders,71.87,30/7/2024,Ministry of Home Affairs (CAPF),Drones/UAV,Chhattisgarh,9,Standard
IND-CTR-2025-0027,Tonbo Imaging,468.43,31/7/2024,Indian Air Force,Helicopters,West Bengal,39,Standard
IND-CTR-2023-1448,Paras Defence & Space Technologies,150.69,1/8/2024,DRDO,Engines,Manipur,18,Standard
IND-CTR-2023-1543,Tonbo Imaging,134.16,1/8/2024,DRDO,Vehicles,Gujarat,16,Standard
IND-CTR-2023-1075,Tonbo Imaging,21.09,2/8/2024,Ministry of Home Affairs (CAPF),Maintenance & MRO,Jammu & Kashmir,22,Small
IND-CTR-2024-0170,BEML Limited,135.99,2/8/2024,Indian Navy,Artillery,Meghalaya,29,Standard
IND-CTR-2025-0738,Data Patterns,85.11,2/8/2024,Indian Coast Guard,Electronics,Goa,26,Standard
IND-CTR-2025-0525,Suryadipta Projects,27.87,3/8/2024,DRDO,IT Services,Gujarat,26,Small
IND-CTR-2025-1331,NewSpace Research & Technologies,1186.65,3/8/2024,Ministry of Defence (MoD),Missiles,Uttarakhand,44,Major
IND-CTR-2024-1264,Godrej Aerospace,17.01,4/8/2024,Ministry of Home Affairs (CAPF),Maintenance & MRO,Ladakh,11,Small
IND-CTR-2024-1802,Taneja Aerospace,124.96,4/8/2024,ISRO,Electronics,Rajasthan,12,Standard
IND-CTR-2023-0406,Hindustan Shipyard Limited,18.22,5/8/2024,Indian Coast Guard,Maintenance & MRO,Uttar Pradesh,12,Small
IND-CTR-2023-1868,Tonbo Imaging,53.87,5/8/2024,Indian Air Force,Cybersecurity,Nagaland,16,Standard
IND-CTR-2024-1468,Alpha Design Technologies,66.74,6/8/2024,Ministry of Defence (MoD),IT Services,Delhi,20,Standard
IND-CTR-2025-0612,Data Patterns,1186.29,6/8/2024,Indian Army,Aircraft,Maharashtra,60,Major
IND-CTR-2025-1358,Aequs Aerospace,163.88,6/8/2024,DRDO,Vehicles,Tripura,17,Standard
IND-CTR-2023-1831,Hindustan Shipyard Limited,801.92,7/8/2024,Ministry of Home Affairs (CAPF),Aircraft,Uttar Pradesh,64,Major
IND-CTR-2024-0388,Ananth Technologies,2307.05,7/8/2024,Indian Army,Satellites,Maharashtra,33,Major
IND-CTR-2025-1787,NewSpace Research & Technologies,364.44,7/8/2024,ISRO,Vehicles,Kerala,19,Standard
IND-CTR-2024-1277,Paras Defence & Space Technologies,222.05,8/8/2024,Indian Air Force,Electronics,Jammu & Kashmir,18,Standard
IND-CTR-2025-1860,Bharat Dynamics Limited (BDL),9.46,9/8/2024,ISRO,Maintenance & MRO,Telangana,10,Small
IND-CTR-2023-0250,IdeaForge,380.9,10/8/2024,Ministry of Home Affairs (CAPF),Radars,Andhra Pradesh,26,Standard
IND-CTR-2025-0337,DRDO - LRDE,1217.33,10/8/2024,Indian Coast Guard,Aircraft,Nagaland,68,Major
IND-CTR-2025-1311,Garden Reach Shipbuilders & Engineers,16.61,10/8/2024,Ministry of Home Affairs (CAPF),Ammunition,Punjab,14,Small
IND-CTR-2025-1365,Mazagon Dock Shipbuilders,55.39,10/8/2024,Indian Air Force,Cybersecurity,Himachal Pradesh,20,Standard
IND-CTR-2024-1189,Tonbo Imaging,1610.99,11/8/2024,Indian Air Force,Helicopters,Ladakh,38,Major
IND-CTR-2023-0227,DRDO - ADE,138.49,12/8/2024,Indian Navy,Radars,Uttar Pradesh,35,Standard
IND-CTR-2024-1518,BEML Limited,50.09,13/8/2024,Indian Navy,Electronics,Maharashtra,15,Standard
IND-CTR-2025-1907,DRDO - RCI,106.33,13/8/2024,DRDO,Communications,West Bengal,23,Standard
IND-CTR-2023-0338,NewSpace Research & Technologies,89.69,14/8/2024,Indian Air Force,Electronics,Tripura,18,Standard
IND-CTR-2025-1226,Bharat Forge Defence,42.3,14/8/2024,Indian Army,IT Services,Gujarat,25,Small
IND-CTR-2024-0132,Kalyani Strategic Systems,7702.88,16/8/2024,Indian Coast Guard,Submarines,Chhattisgarh,76,Major
IND-CTR-2024-1366,Kalyani Strategic Systems,4000,16/8/2024,Indian Army,Helicopters,Delhi,33,Major
IND-CTR-2024-1531,Ordnance Factory Board,82.03,16/8/2024,Ministry of Defence (MoD),Communications,Arunachal Pradesh,17,Standard
IND-CTR-2025-0514,IdeaForge,285.69,16/8/2024,DRDO,Missiles,Goa,42,Standard
IND-CTR-2025-1220,DRDO - RCI,54.7,16/8/2024,Ministry of Home Affairs (CAPF),Vehicles,Assam,18,Standard
IND-CTR-2025-0843,Aequs Aerospace,1708.37,17/8/2024,Indian Coast Guard,Helicopters,Ladakh,26,Major
IND-CTR-2023-0529,Ordnance Factory Board,31.1,18/8/2024,DRDO,IT Services,Arunachal Pradesh,22,Small
IND-CTR-2024-0965,Mazagon Dock Shipbuilders,43.16,18/8/2024,Ministry of Defence (MoD),IT Services,Chhattisgarh,15,Small
IND-CTR-2025-1324,Bharat Forge Defence,6.73,18/8/2024,Indian Army,Maintenance & MRO,Uttar Pradesh,19,Small
IND-CTR-2023-0557,Data Patterns,169.06,19/8/2024,Ministry of Defence (MoD),Vehicles,Uttarakhand,20,Standard
IND-CTR-2024-1053,DRDO - LRDE,122.59,19/8/2024,ISRO,Vehicles,Sikkim,28,Standard
IND-CTR-2024-1798,Avantel,71.36,19/8/2024,Indian Air Force,Training & Simulation,West Bengal,11,Standard
IND-CTR-2025-1163,Samtel Avionics,32.1,19/8/2024,Indian Air Force,Cybersecurity,Nagaland,8,Small
IND-CTR-2024-0494,Astra Microwave,227.31,20/8/2024,Ministry of Defence (MoD),Electronics,Uttarakhand,22,Standard
IND-CTR-2024-0541,Tata Power SED,32.74,20/8/2024,Indian Coast Guard,Electronics,Tripura,19,Small
IND-CTR-2024-1287,Sika Interplant,45.93,21/8/2024,Indian Navy,Electronics,Uttar Pradesh,20,Small
IND-CTR-2023-0739,Larsen & Toubro Defence,7.63,23/8/2024,Ministry of Home Affairs (CAPF),Training & Simulation,Gujarat,15,Small
IND-CTR-2024-0392,DRDO - ADE,12.66,23/8/2024,Indian Air Force,Maintenance & MRO,Punjab,12,Small
IND-CTR-2024-0999,Sika Interplant,52.28,23/8/2024,ISRO,Vehicles,Kerala,26,Standard
IND-CTR-2024-1125,Mahindra Defence Systems,93.77,23/8/2024,Ministry of Home Affairs (CAPF),Vehicles,Jharkhand,28,Standard
IND-CTR-2024-1467,Mahindra Defence Systems,3589,23/8/2024,Ministry of Defence (MoD),Naval Ships,Uttarakhand,60,Major
IND-CTR-2024-1749,Aequs Aerospace,500,23/8/2024,Indian Navy,Aircraft,Uttarakhand,53,Standard
IND-CTR-2025-1571,Taneja Aerospace,277.35,23/8/2024,ISRO,Space Systems,Kerala,39,Standard
IND-CTR-2023-0217,Aequs Aerospace,231.51,24/8/2024,Ministry of Defence (MoD),Artillery,Tamil Nadu,41,Standard
IND-CTR-2023-0386,Data Patterns,708,24/8/2024,Ministry of Defence (MoD),Missiles,Chhattisgarh,37,Major
IND-CTR-2025-0521,Adani Defence & Aerospace,124.85,24/8/2024,Indian Navy,Electronics,Tamil Nadu,19,Standard
IND-CTR-2023-1703,Avantel,15.11,25/8/2024,Indian Army,Maintenance & MRO,Meghalaya,15,Small
IND-CTR-2024-0832,Saraswat Defence,64.63,25/8/2024,Indian Navy,Communications,Gujarat,18,Standard
IND-CTR-2025-1406,Hindustan Aeronautics Limited (HAL),22.76,26/8/2024,Indian Army,Electronics,Jammu & Kashmir,27,Small
IND-CTR-2025-1577,Larsen & Toubro Defence,398.3,26/8/2024,Indian Navy,Engines,Sikkim,30,Standard
IND-CTR-2024-0622,Larsen & Toubro Defence,1125.39,27/8/2024,ISRO,Helicopters,Jammu & Kashmir,24,Major
IND-CTR-2023-0744,Centum Electronics,186.88,28/8/2024,Ministry of Defence (MoD),Vehicles,Madhya Pradesh,24,Standard
IND-CTR-2024-1051,Kalyani Strategic Systems,4754.05,28/8/2024,DRDO,Naval Ships,West Bengal,47,Major
IND-CTR-2023-1105,Ordnance Factory Board,50.28,29/8/2024,Indian Air Force,Maintenance & MRO,Jharkhand,13,Standard
IND-CTR-2024-1147,VEM Technologies,89.64,29/8/2024,Ministry of Home Affairs (CAPF),Electronics,Mizoram,29,Standard
IND-CTR-2025-0176,Ananth Technologies,20.45,29/8/2024,Indian Navy,Vehicles,Meghalaya,15,Small
IND-CTR-2024-0358,Aequs Aerospace,2025.18,30/8/2024,ISRO,Satellites,Sikkim,47,Major
IND-CTR-2024-0450,Mazagon Dock Shipbuilders,281.89,30/8/2024,Ministry of Defence (MoD),Engines,Manipur,30,Standard
IND-CTR-2024-1107,Aequs Aerospace,12.78,30/8/2024,ISRO,Drones/UAV,Ladakh,10,Small
IND-CTR-2025-0961,Paras Defence & Space Technologies,482.39,30/8/2024,Ministry of Defence (MoD),Radars,Madhya Pradesh,41,Standard
IND-CTR-2024-1410,VEM Technologies,665.57,31/8/2024,DRDO,Helicopters,Kerala,38,Major
IND-CTR-2025-1493,Mazagon Dock Shipbuilders,54.76,31/8/2024,Indian Army,Electronics,Kerala,19,Standard
IND-CTR-2023-1037,VEM Technologies,26.2,1/9/2024,ISRO,IT Services,Telangana,26,Small
IND-CTR-2023-1120,Electronics Corporation of India Limited (ECIL),86.92,1/9/2024,Indian Air Force,Ammunition,Telangana,11,Standard
IND-CTR-2024-1102,DRDO - ADE,58.3,1/9/2024,Indian Navy,Ammunition,Jharkhand,10,Standard
IND-CTR-2025-0248,Sika Interplant,610.33,1/9/2024,Ministry of Home Affairs (CAPF),Space Systems,Jammu & Kashmir,31,Major
IND-CTR-2025-1271,Saraswat Defence,134.39,1/9/2024,Indian Air Force,Space Systems,Uttar Pradesh,46,Standard
IND-CTR-2023-1240,IdeaForge,62.63,2/9/2024,ISRO,Ammunition,Arunachal Pradesh,14,Standard
IND-CTR-2024-0752,Bharat Forge Defence,111.46,2/9/2024,Indian Navy,IT Services,Uttar Pradesh,31,Standard
IND-CTR-2023-0561,Aequs Aerospace,35.37,4/9/2024,Indian Army,Communications,Bihar,21,Small
IND-CTR-2024-0186,Tonbo Imaging,65.82,4/9/2024,Indian Air Force,Communications,Haryana,10,Standard
IND-CTR-2024-1063,Ananth Technologies,61.35,4/9/2024,Ministry of Defence (MoD),Communications,Uttar Pradesh,13,Standard
IND-CTR-2025-0264,Bharat Forge Defence,137.7,4/9/2024,ISRO,Electronics,Delhi,13,Standard
IND-CTR-2025-0562,DRDO - RCI,2960.31,4/9/2024,DRDO,Submarines,Madhya Pradesh,77,Major
IND-CTR-2025-1093,NewSpace Research & Technologies,6107.38,4/9/2024,Indian Navy,Naval Ships,Rajasthan,65,Major
IND-CTR-2023-1526,Suryadipta Projects,308.7,6/9/2024,Indian Coast Guard,Missiles,Bihar,27,Standard
IND-CTR-2023-1576,DRDO - RCI,136.67,6/9/2024,DRDO,Electronics,Gujarat,16,Standard
IND-CTR-2024-0761,DRDO - ADE,176.27,6/9/2024,ISRO,Artillery,Ladakh,21,Standard
IND-CTR-2023-0209,Data Patterns,51.01,7/9/2024,Indian Coast Guard,Electronics,Kerala,24,Standard
IND-CTR-2023-1554,Ananth Technologies,123.48,7/9/2024,Indian Army,Electronics,Himachal Pradesh,11,Standard
IND-CTR-2023-1967,Bharat Dynamics Limited (BDL),244.53,7/9/2024,DRDO,Artillery,Bihar,37,Standard
IND-CTR-2024-1235,Data Patterns,52.01,7/9/2024,Indian Coast Guard,Communications,Ladakh,24,Standard
IND-CTR-2025-0921,Astra Microwave,673.27,7/9/2024,Indian Navy,Helicopters,Delhi,42,Major
IND-CTR-2023-0483,IdeaForge,19.44,8/9/2024,Ministry of Home Affairs (CAPF),IT Services,Chhattisgarh,22,Small
IND-CTR-2023-1772,Taneja Aerospace,343.83,8/9/2024,Ministry of Defence (MoD),Radars,Mizoram,25,Standard
IND-CTR-2023-0532,Walchandnagar Industries,513.91,9/9/2024,Ministry of Home Affairs (CAPF),Helicopters,Gujarat,47,Major
IND-CTR-2024-1669,Adani Defence & Aerospace,43.17,10/9/2024,Indian Navy,Cybersecurity,Goa,12,Small
IND-CTR-2025-0399,Tonbo Imaging,5744.02,10/9/2024,DRDO,Aircraft,Tamil Nadu,26,Major
IND-CTR-2025-0533,Astra Microwave,62.95,10/9/2024,Indian Navy,Communications,Chhattisgarh,12,Standard
IND-CTR-2025-1633,Mazagon Dock Shipbuilders,794.38,10/9/2024,Indian Coast Guard,Missiles,Odisha,30,Major
IND-CTR-2024-0655,Suryadipta Projects,248.66,11/9/2024,Indian Air Force,Radars,Sikkim,31,Standard
IND-CTR-2025-0078,Garden Reach Shipbuilders & Engineers,41.9,11/9/2024,Indian Coast Guard,Communications,Punjab,20,Small
IND-CTR-2025-0573,Astra Microwave,868.74,11/9/2024,DRDO,Radars,Chhattisgarh,30,Major
IND-CTR-2024-1212,Tata Advanced Systems,70.8,12/9/2024,Indian Coast Guard,IT Services,Sikkim,23,Standard
IND-CTR-2025-1995,Ananth Technologies,28.29,12/9/2024,Indian Navy,IT Services,Gujarat,17,Small
IND-CTR-2023-0591,Alpha Design Technologies,1259.96,13/9/2024,Ministry of Home Affairs (CAPF),Helicopters,Rajasthan,32,Major
IND-CTR-2024-0847,Mazagon Dock Shipbuilders,85.82,13/9/2024,Indian Army,Communications,Telangana,16,Standard
IND-CTR-2024-0914,DRDO - RCI,29.99,13/9/2024,Ministry of Home Affairs (CAPF),Ammunition,Bihar,10,Small
IND-CTR-2024-0166,IdeaForge,2214.65,14/9/2024,Indian Coast Guard,Aircraft,Assam,57,Major
IND-CTR-2024-0719,Samtel Avionics,144.31,14/9/2024,Ministry of Defence (MoD),Vehicles,Karnataka,25,Standard
IND-CTR-2025-1161,NewSpace Research & Technologies,35.61,14/9/2024,Indian Navy,Communications,Haryana,24,Small
IND-CTR-2025-1251,NewSpace Research & Technologies,81.51,16/9/2024,Indian Army,Communications,Tamil Nadu,14,Standard
IND-CTR-2025-0795,Centum Electronics,54.46,17/9/2024,ISRO,IT Services,Maharashtra,26,Standard
IND-CTR-2024-1730,Tonbo Imaging,65.09,19/9/2024,Ministry of Defence (MoD),Radars,Rajasthan,29,Standard
IND-CTR-2025-0766,Bharat Electronics Limited (BEL),54.31,19/9/2024,Ministry of Defence (MoD),IT Services,Ladakh,18,Standard
IND-CTR-2023-1519,Sika Interplant,333.78,20/9/2024,Indian Navy,Artillery,Assam,42,Standard
IND-CTR-2024-0523,Taneja Aerospace,112.33,21/9/2024,Indian Navy,Electronics,Gujarat,15,Standard
IND-CTR-2023-0724,Garden Reach Shipbuilders & Engineers,103.46,22/9/2024,Ministry of Home Affairs (CAPF),Training & Simulation,Mizoram,14,Standard
IND-CTR-2024-0678,Walchandnagar Industries,68.68,23/9/2024,Indian Air Force,Vehicles,Punjab,21,Standard
IND-CTR-2023-0430,Electronics Corporation of India Limited (ECIL),30.28,24/9/2024,Indian Air Force,Electronics,Arunachal Pradesh,23,Small
IND-CTR-2025-0627,Bharat Heavy Electricals Limited (BHEL),297.24,25/9/2024,Indian Army,Missiles,West Bengal,41,Standard
IND-CTR-2025-1205,Taneja Aerospace,692.28,25/9/2024,Ministry of Home Affairs (CAPF),Vehicles,Mizoram,16,Major
IND-CTR-2024-0295,Paras Defence & Space Technologies,50,26/9/2024,Ministry of Home Affairs (CAPF),Artillery,Himachal Pradesh,24,Standard
IND-CTR-2025-0202,Paras Defence & Space Technologies,1219.82,26/9/2024,ISRO,Helicopters,Sikkim,43,Major
IND-CTR-2025-0808,Adani Defence & Aerospace,31.25,27/9/2024,ISRO,Communications,Haryana,19,Small
IND-CTR-2023-0647,DRDO - LRDE,21.9,28/9/2024,Indian Navy,Maintenance & MRO,Karnataka,13,Small
IND-CTR-2025-0419,DRDO - RCI,167.06,28/9/2024,DRDO,Artillery,Uttarakhand,35,Standard
IND-CTR-2023-0527,Centum Electronics,146.35,29/9/2024,Indian Army,Ammunition,Nagaland,13,Standard
IND-CTR-2025-0119,Centum Electronics,154.73,29/9/2024,DRDO,Radars,Sikkim,22,Standard
IND-CTR-2025-0855,Larsen & Toubro Defence,24.32,29/9/2024,Indian Navy,Vehicles,Maharashtra,18,Small
IND-CTR-2024-0830,Ananth Technologies,1326.69,30/9/2024,Indian Air Force,Satellites,Andhra Pradesh,56,Major
IND-CTR-2025-0029,Centum Electronics,118.31,1/10/2024,ISRO,Communications,Kerala,23,Standard
IND-CTR-2025-0057,Adani Defence & Aerospace,63.29,1/10/2024,Ministry of Defence (MoD),Drones/UAV,Rajasthan,14,Standard
IND-CTR-2023-0391,Hindustan Aeronautics Limited (HAL),2060.77,2/10/2024,Ministry of Defence (MoD),Satellites,Sikkim,34,Major
IND-CTR-2023-0528,Suryadipta Projects,767.76,2/10/2024,Indian Air Force,Radars,Odisha,37,Major
IND-CTR-2024-0083,Aequs Aerospace,410.19,2/10/2024,Indian Air Force,Engines,Jammu & Kashmir,21,Standard
IND-CTR-2023-1058,DRDO - RCI,11.82,3/10/2024,Indian Army,Training & Simulation,Rajasthan,8,Small
IND-CTR-2023-0230,Data Patterns,45.58,4/10/2024,Ministry of Home Affairs (CAPF),IT Services,Goa,17,Small
IND-CTR-2023-1544,Hindustan Shipyard Limited,49.06,4/10/2024,DRDO,Communications,Mizoram,15,Small
IND-CTR-2024-0022,Alpha Design Technologies,34.72,4/10/2024,Indian Coast Guard,Training & Simulation,Jammu & Kashmir,13,Small
IND-CTR-2024-1870,Ananth Technologies,37.96,4/10/2024,Indian Coast Guard,Communications,Tamil Nadu,11,Small
IND-CTR-2023-1143,Bharat Dynamics Limited (BDL),410.38,5/10/2024,Ministry of Home Affairs (CAPF),Artillery,Kerala,26,Standard
IND-CTR-2024-0721,Centum Electronics,500,5/10/2024,DRDO,Naval Ships,Bihar,81,Standard
IND-CTR-2025-1658,Alpha Design Technologies,164.11,5/10/2024,Indian Coast Guard,Electronics,Karnataka,12,Standard
IND-CTR-2023-0028,Cochin Shipyard Limited,84.67,7/10/2024,Ministry of Home Affairs (CAPF),Vehicles,Sikkim,22,Standard
IND-CTR-2024-0854,Astra Microwave,1433.02,7/10/2024,Indian Coast Guard,Aircraft,Haryana,54,Major
IND-CTR-2025-1790,Hindustan Shipyard Limited,17.68,7/10/2024,Indian Army,IT Services,Himachal Pradesh,11,Small
IND-CTR-2023-0008,Ordnance Factory Board,10.12,8/10/2024,ISRO,Cybersecurity,Andhra Pradesh,10,Small
IND-CTR-2025-0481,Tonbo Imaging,82.72,9/10/2024,Indian Army,IT Services,Odisha,24,Standard
IND-CTR-2025-0873,Ananth Technologies,15.43,9/10/2024,Indian Coast Guard,Drones/UAV,Sikkim,19,Small
IND-CTR-2025-1342,Bharat Heavy Electricals Limited (BHEL),17.15,12/10/2024,Indian Navy,Maintenance & MRO,Haryana,10,Small
IND-CTR-2024-1341,Samtel Avionics,88.32,13/10/2024,DRDO,Vehicles,Bihar,22,Standard
IND-CTR-2023-1114,Bharat Dynamics Limited (BDL),793.63,14/10/2024,Ministry of Home Affairs (CAPF),Artillery,Ladakh,34,Major
